ticker,regime,model,n_updates,asof,P_lambda,P_omega,P_alpha,P_beta,P_sigma0,P_mean_equation,P_variance_shock,P_persist,P_uncond_var,P_mu_p,P_rf_mean,Q_lambda,Q_omega,Q_alpha,Q_beta,Q_sigma0,Q_mean_equation,Q_variance_shock,Q_persist,Q_uncond_var,Q_q_stationary,P_mu,P_kappa,P_theta,P_xi,P_rho,P_v0,P_variance_drift,P_lam,P_mu_j,P_sigma_j,P_kappa_j,prem_eta_v,prem_source,prem_q_explosive,prem_n_quotes,prem_mu_j_minus_mu_j_q,prem_jump_premium_identified,Q_kappa_q,Q_theta_q,Q_xi,Q_rho,Q_v0_q,Q_variance_drift,Q_lam,Q_mu_j_q,Q_sigma_j,Q_kappa_j_q,P_sigma,Q_sigma
AMZN,2019-2020,Heston–Merton,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.11766298397732258,20.0,0.10585670530830743,3.0,0.01875534345531547,0.06809861004752786,κ(θ − v),4.0,0.0024676416120326117,0.08016679755261766,0.005697166804941256,-39.99999999999999,listed calls (Pan 2002 η_v); not from returns,False,24.0,0.10175286449910671,True,59.99999999999999,0.035285568436102484,3.0,0.01875534345531547,0.009180626759679131,κ(θ − v) + η_v v,4.0,-0.0992852228870741,0.08016679755261766,-0.09160126850833161,,
AMZN,2019-2020,Heston,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.11766298397732258,20.0,0.10585670530830743,3.0,0.01875534345531547,0.06809861004752786,κ(θ − v),,,,,1.7982784594065302,listed calls (Pan 2002 η_v); not from returns,False,24.0,,,18.20172154059347,0.11631504753242804,3.0,0.01875534345531547,0.010555654980462065,κ(θ − v) + η_v v,,,,,,
AMZN,2019-2020,Merton,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.10953100490869525,0.005697166804941256,,,,,,4.0,0.0024676416120326117,0.08016679755261766,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,24.0,0.05237758223523601,True,-0.04562307206420091,,,,,,4.0,-0.0499099406232034,0.08016679755261766,,0.28346285304801305,0.28346285304801305
MSFT,2019-2020,GARCH,1,2019-09-03 00:00:00,0.1191184044482883,2.0288865069505734e-05,0.1841959328771299,0.7450200892056962,0.014280348067776111,r_f + λ σ − ½ σ²,ε_t,0.929216022082826,0.00028663075552558275,0.45461969105962335,0.0217478835978836,0.1191184044482883,2.0288865069505734e-05,0.1841959328771299,0.7450200892056962,0.014280348067776111,r_f − ½ σ²,ξ_t − λ,0.9318296139596934,0.0002976199233712671,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSFT,2019-2020,Heston–Merton,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.2690464464352349,20.0,0.06573930371276784,3.0,0.03593712591910944,0.07888970259592315,κ(θ − v),3.3333333333333335,0.017006641335002293,0.06635719917775044,0.01939394616077128,-39.999999999914266,listed calls (Pan 2002 η_v); not from returns,False,23.0,0.13263792812776187,True,59.999999999914266,0.02191310123762059,3.0,0.03593712591910944,0.0480361037776304,κ(θ − v) + η_v v,3.3333333333333335,-0.11563128679275957,0.06635719917775044,-0.1072329977212968,,
MSFT,2019-2020,Heston,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.2690464464352349,20.0,0.06573930371276784,3.0,0.03593712591910944,0.07888970259592315,κ(θ − v),,,,,2.8033784467080505,listed calls (Pan 2002 η_v); not from returns,False,23.0,,,17.196621553291948,0.07645606843070099,3.0,0.03593712591910944,0.03730848285323148,κ(θ − v) + η_v v,,,,,,
MSFT,2019-2020,Merton,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.21520425917001584,0.01939394616077128,,,,,,3.3333333333333335,0.017006641335002293,0.06635719917775044,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,23.0,0.05426707204570196,True,-0.034451351724579915,,,,,,3.3333333333333335,-0.03726043071069967,0.06635719917775044,,0.2235709987837819,0.2235709987837819
SPY,2019-2020,GARCH,1,2019-09-03 00:00:00,0.10933370988843016,4.721598351392569e-06,0.16767867552851118,0.7890199953372553,0.010621729777976058,r_f + λ σ − ½ σ²,ε_t,0.9566986708657665,0.00010904049473298323,0.2630354789907978,0.0217478835978836,0.10933370988843016,4.721598351392569e-06,0.16767867552851118,0.7890199953372553,0.010621729777976058,r_f − ½ σ²,ξ_t − λ,0.9587030782978003,0.00011433293709979051,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY,2019-2020,Heston–Merton,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ v,,,,,0.05136115058329398,20.0,0.02379748724023757,3.0,-0.15612871211658472,0.051028292539455726,κ(θ − v),4.666666666666667,-0.010689159356941655,0.03562572359425228,-0.010004185129660725,-39.999999999990024,listed calls (Pan 2002 η_v); not from returns,False,24.0,0.03869461136026088,True,59.999999999990024,0.007932495746747176,3.0,-0.15612871211658472,0.014248177321793485,κ(θ − v) + η_v v,4.666666666666667,-0.049383770717202534,0.03562572359425228,-0.04758000915893401,,
SPY,2019-2020,Heston,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − ½ v,,,,,0.05136115058329398,20.0,0.02379748724023757,3.0,-0.15612871211658472,0.051028292539455726,κ(θ − v),,,,,-33.65645293903129,listed calls (Pan 2002 η_v); not from returns,False,24.0,,,53.65645293903129,0.008870316965334312,3.0,-0.15612871211658472,0.04216388250064997,κ(θ − v) + η_v v,,,,,,
SPY,2019-2020,Merton,1,2019-09-03 00:00:00,,,,,,,,,,,,,,,,,r_f − λ κ^Q − ½ σ²,,,,,0.10315415640466362,-0.010004185129660725,,,,,,4.666666666666667,-0.010689159356941655,0.03562572359425228,,,listed calls (Pan 2002 μ*); λ* = λ (timing not separately identified),,24.0,0.003213216848894423,True,-0.01318015109606896,,,,,,4.666666666666667,-0.013902376205836078,0.03562572359425228,,0.13188636476819632,0.13188636476819632
